Agencia_ID,Semana,TotalSales
1387,6,1972638.8000
1387,7,2085998.0000
1387,8,1704693.8200
1387,9,1147801.3100
1415,3,826785.9400
1415,4,875215.1500
1415,5,883441.7700
1415,6,854904.2200
1415,7,861017.1900
1415,8,835990.2900
1415,9,827250.1700
1419,3,3145306.0800
1419,4,2884305.6400
1419,5,3365684.6200
1419,6,3237161.4600
1419,7,2912893.3800
1419,8,2590809.4500
1419,9,3018028.7600
1420,3,2424636.9400
1420,4,2403488.9900
1420,5,2701214.9300
1420,6,2478070.3100
1420,7,2416741.6300
1420,8,2074554.5100
1420,9,2424815.9200
1423,3,1942288.9100
1423,4,1835782.4800
1423,5,1833452.5900
1423,6,1742108.1000
1423,7,1757601.9500
1423,8,1673214.8300
1423,9,1699793.8500
1427,3,1468399.8400
1427,4,1517535.6400
1427,5,1476530.1800
1427,6,1459148.1200
1427,7,1418173.9800
1427,8,1284808.4800
1427,9,1307883.7000
1430,3,658113.0900
1430,4,673336.8300
1430,5,690442.1100
1430,6,618271.2200
1430,7,681581.0000
1430,8,682855.2300
1430,9,681689.1900
1431,3,1024673.8200
1431,4,1053862.1100
1431,5,1073326.9900
1431,6,1052757.2300
1431,7,1031992.2900
1431,8,1028454.1900
1431,9,1004713.7300
1434,3,218361.0500
1434,4,220576.1200
1434,5,196980.3400
1434,6,204908.6600
1434,7,192756.9400
1434,8,217726.0000
1434,9,193041.2000
1435,3,509034.5600
1435,4,572440.2400
1435,5,551830.4700
1435,6,538198.9700
1435,7,530548.3000
1435,8,578748.1800
1435,9,551691.5900
1436,3,320662.1800
1436,4,295299.3700
1436,5,276992.9400
1436,6,296139.8600
1436,7,295220.7700
1436,8,301847.3300
1436,9,288682.6100
1437,3,973145.7500
1437,4,1000144.2200
1437,5,965978.2000
1437,6,925435.7500
1437,7,928164.2200
1437,8,878774.8800
1437,9,913611.6800
1438,3,449957.4200
1438,4,455500.2700
1438,5,445513.3200
1438,6,427000.7300
1438,7,413767.9700
1438,8,491190.8600
1438,9,480220.3900
1439,3,777055.2100
1439,4,751076.3200
1439,5,764746.1800
1439,6,783020.0400
1439,7,767614.5800
1439,8,712140.5800
1439,9,731988.3700
1441,3,1551528.2200
1441,4,1499814.0500
1441,5,1487466.7200
1441,6,1384141.7900
1441,7,1291964.9200
1441,8,1353691.6300
1441,9,1324234.4600
1442,3,758821.8900
1442,4,687837.5500
1442,5,704812.5200
1442,6,663001.3700
1442,7,698138.4500
1442,8,622475.3500
1442,9,638008.2300
1443,3,496946.4000
1443,4,477218.2300
1443,5,528268.8300
1443,6,496956.9700
1443,7,502865.0300
1443,8,437852.8800
1443,9,473100.0500
1445,3,1876290.6500
1445,4,1884047.2900
1445,5,2127950.5400
1445,6,1997134.6600
1445,7,1698076.5000
1445,8,1829389.0100
1445,9,1805152.8500
1447,3,253455.3500
1447,4,259721.4900
1447,5,229955.2300
1447,6,245022.4100
1447,7,237424.5300
1447,8,256609.9200
1447,9,269404.0400
1448,3,555617.7800
1448,4,587453.1900
1448,5,537718.5600
1448,6,536119.0100
1448,7,551446.7300
1448,8,571928.7300
1448,9,602739.1200
1449,3,448894.2600
1449,4,454910.1900
1449,5,496563.0200
1449,6,430282.5500
1449,7,413615.3500
1449,8,360570.4600
1449,9,419784.8300
1451,3,1993052.4600
1451,4,2060876.8400
1451,5,2026017.8400
1451,6,2012098.1700
1451,7,1879816.3300
1451,8,1837764.6600
1451,9,1864770.2200
1452,3,525995.5800
1452,4,963891.5000
1452,5,380101.6500
1452,6,684248.4800
1452,7,865974.3000
1452,8,1014663.1700
1452,9,846697.9600
1453,3,1681717.5100
1453,4,1602423.9600
1453,5,1908202.6200
1453,6,1753922.3500
1453,7,1815603.2000
1453,8,1524198.9100
1453,9,1614720.0800
1454,3,554251.1200
1454,4,574117.1200
1454,5,594962.9900
1454,6,598487.5200
1454,7,604197.2200
1454,8,589479.3500
1454,9,555181.4500
1455,3,227195.9400
1455,4,229996.6800
1455,5,227898.4100
1455,6,236802.2400
1455,7,229802.7700
1455,8,221930.7300
1455,9,201584.1500
1456,3,373881.0300
1456,4,406230.7700
1456,5,428683.2000
1456,6,385787.3000
1456,7,352267.2800
1456,8,343778.9100
1456,9,339970.6800
1459,3,1963466.6200
1459,4,2068142.5400
1459,5,2041856.1500
1459,6,1974146.9600
1459,7,2023301.4300
1459,8,1965698.9300
1459,9,1989560.9800
1461,3,1380658.8600
1461,4,1414348.1000
1461,5,1404502.3400
1461,6,1365729.7900
1461,7,1340548.7600
1461,8,1295384.6300
1461,9,1272402.3100
1462,3,2054652.6400
1462,4,2091777.6800
1462,5,2060035.9700
1462,6,2095277.1700
1462,7,2123390.2800
1462,8,2107500.1700
1462,9,2066689.1000
1463,3,2477693.1600
1463,4,2541019.8400
1463,5,2592917.4500
1463,6,2473525.6000
1463,7,2390863.0800
1463,8,2407081.3500
1463,9,2381522.7400
1464,3,2031177.1900
1464,4,2437768.8500
1464,5,2056376.2800
1464,6,2108102.0300
1464,7,2154936.3600
1464,8,2109885.0100
1464,9,1884448.1700
1465,3,945422.9200
1465,4,994671.9700
1465,5,900242.4700
1465,6,865503.4600
1465,7,909974.4000
1465,8,958307.9800
1465,9,960959.6200
1469,3,1765646.2900
1469,4,1893349.7000
1469,5,1758898.1800
1469,6,1793505.6400
1469,7,1525185.1900
